user_id,num_posts,tickers
user_5555,1,CPRIT|NIOCL
user_30282,6,AVXL|BBBYH|GOOGE|NIOGO|VYMDI|WMB|XDC
user_33935,1,ATD|RNG
user_24222,2,CMRX|NEGG|THO|VB
user_29281,10,AGC|AMZN|AZPN|BATT|BNDX|CYTK|DFI|FBREB|GMR|INTCM|JWN|NEVAD|PHG|ROKUD|WMB
user_6294,2,FBEVE|NIKOL|NOC
user_22251,2,TWTRT|ZS
user_18988,1,DUSCA|MSFTP
user_5713,1,TNP|WM
user_16790,1,MIME|RIOTW
user_6190,12,ASLN|AWK|BXP|CAR|CHL|CUBE|ENS|GDDY|GMEDI|IMCC|MMMGE|OIL|PATH|SHWGR|STSS|TSATM|TTE|UFO|VOLT|WMT|WNS
user_14342,10,ALIF|CRK|DPLS|EQUIX|ETHIN|FBMEA|NKEMO|OPK|PANWB|RVLV|SIOX|SPYIF|THMO|XLNX|YY
user_33098,1,HDTOP
user_19371,6,DOE|EJH|FBBEA|INND|PYPL|ZS
user_31739,3,AMD|MSFTH|QWT|SJT
user_17883,6,ACB|DRVN|ENPHM|GMREV|LYFT|MELIC|META|NOVN|SST
user_14579,2,PYPL|WISH
user_26307,1,SAP|TWTRR
user_22926,3,IEF|NDSN|VIXFO|VRSN
user_4337,1,ARVL
user_3445,2,AEMD|TSLA
user_27464,2,CBOE|MCD|SPGGR
user_30928,3,BBWI|ETHAD|UDMY
user_4166,9,ACHL|CGCO|ENB|FSLYH|LTHM|MILLI|ORCL|POWR|PSLV|SNAPS|TER|WBA
user_21612,13,AEM|ALLK|BOUV|BSX|BXHTT|CRWDG|DGRO|DOGEZ|GREEN|KAVL|MILLI|NVVE|OWILL|PRU|RYTEL|SNMP
user_11195,1,TNX|ULET
user_17044,1,AWS
user_1084,2,IVV|SAFE|XPEV
user_1652,1,BTC|OPORT
user_3161,3,MSFT|PSH|USHE|XLI
user_2313,1,MIME
user_22685,2,EMR|ZS
user_9375,1,HOODI
user_31313,2,AAON|INTC|SOFIN
user_24849,1,CLH
user_1471,2,AAPLL|ZS
user_4595,8,BLOK|BSFC|DVY|EVOK|HRZN|LESL|LTHMP|MEDP|POOL|SOPA|SPGGR|WELT
user_21374,1,SCHDB
user_1583,1,AMCRE
user_12841,3,HEC|HTZZ|NEGGI|RSX|SBUXT
user_31460,1,ROG|VOOTH
user_10738,1,BTCUS|CHWYN
user_27307,1,FSLYH|PGPAS
user_4788,2,F|PURR|VZ
user_26392,4,AUDI|CRM|FTMSA|PARA|THTX
user_23898,1,AAPLL|FCX
user_1194,1,NEEWH
user_26378,1,FBREB|ONCT
user_3506,1,AMZNT|DKNGH
user_22967,1,GMEON|INTCS
user_2096,2,AMT|SIOX|TLTNE
user_27302,1,ALPP
user_22077,1,ABBVF
user_149,3,ATY|BMY|GWRE|HDHEA
user_56,2,NLST|QRTEA
user_24352,1,AMZNV
user_4339,1,SWCH
user_14583,2,PG|PHARM
user_853,3,BX|FOOD|QUBT
user_29144,2,ATY|ENVB|TZOO|XPE
user_23603,1,CAR|TPR
user_31168,2,AFRMT|BX|HAIN
user_22209,2,ALLYB|LITM|NOC
user_17228,2,KRTX|PDDAN
user_26218,1,WEAT
user_5320,2,CNC|KO|MQ
user_9406,1,AMLX
user_188,1,HAIN|UPSTM
user_8963,1,HOSKY|UFPI
user_14680,1,AOUT|CSPR
user_24760,3,COST|INTC|ZEN|ZME
user_2599,2,ABBVB|MNDY|NIO
user_31809,1,CLX
user_28077,1,CRWDE|RPRX
user_27994,2,C|DVN|PLYPL|SEMER
user_14608,2,VRTX|XPENG
user_33144,1,BAYC|SCHG
user_23687,2,GNS|OIH|SSEMI
user_19088,6,AFL|AFRM|CAG|FBK|FND|NIOIS|PIXY|TRV|TSMFI|UNA
user_16360,2,DOOR|OPCH|SEA|XCUR
user_15104,3,DIS|EVH|VUZIE
user_30359,3,DOCNC|IBM|IMT|TSLAY
user_32619,2,QID|XPEV
user_17904,2,NKENV|TPL|URBN
user_29285,1,DHI|DRTS
user_11644,1,AMDME
user_12269,2,FDN|FTM|PLTRT
user_10564,3,ABBVR|INMDF|MMAT|RGS
user_1681,1,BLKIN
user_4618,2,AZNAN|IWMBU|LEA
user_14359,1,KHS
user_2435,1,BSMFA|FTCHW
user_34236,1,DELL|DISWO
user_79,2,EA|LVMH|SHAK|TSLAO
user_17368,1,MIME|WBA
user_23015,1,LHX
user_16129,2,FFH|HT|OSTK
user_9527,1,NKEFE|UOS
user_15340,2,LMNDS|STRN
user_29130,1,DISQ
user_30044,1,ONNAR|YUM
user_26479,2,AMDIF|AMZN|MUTOD
user_23019,2,BRYYF|META
user_32499,1,VOSO|XOMNO
user_32641,5,ADYEN|AIT|ALK|HUBS|PYPLN|QCOMJ|RGTI|RRC|ZTS
user_29419,1,APE|FHN
user_14661,2,AAPLP|DISTH|FBHER|SAVE
user_5012,2,BUD|REM|RS|TMUS
user_31197,2,AMCNI|ATAI|CKPTR|NXST
user_28076,1,FSLRH
user_22127,2,AIR|GANG|GLXY|KBNT
user_19424,1,HCP|JPMNO
user_15106,1,BCTX|EBA
user_17257,5,ABTIN|CAMP|CVM|CVXI|CXO|KOCRE|TRIT
user_24599,21,ABTIN|ADTX|AFRMT|ALLK|ALLPE|AWRDI|BTCNE|COST|DISFR|DISNE|EXP|FBUY|FICO|FNF|IMT|LIBER|LIND|MCD|MCK|NIOFR|OLO|OPRX|PHG|QBTS|RYE|SQHTT|SSNLF|TDOC|TSMFI|VXAPL|VZRET|X
user_32789,1,AMDDO
user_25471,2,BWV|INTC|VGROW
user_3408,2,AMTD|GTSIF|SODER
user_6223,1,HCSG|ISIG
user_25426,1,PALL
user_15008,1,APRE|KSPN
user_3927,2,CNI|NIO
user_32651,4,AMD|NKEC|RHCLO|UBER
user_32061,2,EPSIL|SPYIF
user_14160,1,ASOL
user_13417,2,DIS|SAITO|TALI
user_31211,1,WEN
user_11949,1,TCOM|UAVS
user_27585,1,ASTR
user_23376,1,AVT|SYNC
user_16609,1,FBFOC
user_22414,1,HYG|QNT
user_1040,1,HTOO
user_32039,1,CSTAR
user_8516,1,OTIS|SUI
user_4428,2,AABB|VAND
user_30109,1,BTCWA
user_31668,4,BAALL|FBREC|HALO|MMMGE|TDOCA|TME
user_21228,1,MOD|TWTRR
user_4663,2,DISRO|SOLHT|VLNS
user_22242,2,AAPL|FQ|SCHG
user_23235,2,HTZZ|MGM|PCG|VIOT
user_6116,1,FNKO
user_2761,1,HON
user_2047,1,ELAN
user_1202,1,ENVX
user_13889,5,CACCB|CL|DVN|EDIT|INMD|KWEB|MAR|RGLS|UUP
user_10724,2,COSTW|PG
user_1733,1,COSTE|FBCHA
user_2454,1,GPS|SMFR
user_30206,1,BAENT
user_1355,1,ASML
user_12729,1,FBP|SNOWI
user_7412,1,TOST
user_6797,2,FCFS|TSLA
user_20623,1,HTHT|XOMBU
user_6794,1,BETZ|OVR
user_4916,1,BLDR
user_15908,2,ABBVF|HQY|VGT
user_24466,1,ATH|AZNAN
user_11780,1,LVSTH
user_11718,1,AMZNL
user_27779,2,NIO|UPSWE
user_25556,1,BYND|TWTR
user_19185,10,AAPLN|AAPLU|BEAMC|FISV|HLF|HUBS|KISHU|KODI|MDBWA|RICK|VTG|WBA|XOMNO|ZIM|ZPAY
user_10779,1,EV
user_10706,2,BYDDY|CZR|DLNG
user_25179,1,MRAI|PGNET
user_31100,1,NETI|PSFE
user_5495,5,BTQ|BTUSO|CRSP|ETHSH|GNS|SE|SEDG
user_10239,2,FRBA|PHAS|XPEVB
user_34029,2,FAMI|KTB|VZ
user_11931,1,ZIL
user_8301,1,CARV
user_18418,4,F|FTESL|GOOG|INTCR|TLA
user_7036,3,AIZ|COINS|INTC|PSA
user_14139,1,ABBVM
user_30420,2,MSFT|SENS
user_9925,12,ACLS|AKZOY|BAYC|CRM|DPZEN|EQIX|EW|FC|JNJHI|MCRT|MTN|TTD|URA|WST
user_17871,1,FRBA
user_26489,1,BON|PYR
user_26400,3,F|IVA|NVDAS
user_11781,2,GLBE|SLABW|UPSTH
user_6436,2,BK|INTL|LCIDT
user_18597,3,BA|BLBX|ETHCY|NOVO
user_7215,5,AAPLT|AMZNM|MNG|MPC|NVDAA|OKE|ONB
user_9769,1,VYMDI
user_21218,2,META|NSC|OAS
user_10280,1,APDN
user_12934,4,ABBVB|AXSM|GSL|IBKR|ISRG|SHEL|SWMA|VVS
user_9112,3,DISWO|ENPH|PYPL
user_31759,1,EQIX|SPXLA
user_9031,2,AMDPO|VZ
user_23617,13,AMDCI|AWS|BAALL|BILL|CXO|GBX|IMPXH|INAZ|KOAUG|MAA|MAXR|PMFEB|RDFNS|SGH|SGHC|SKIN|STZ|WNS
user_28953,1,CVNA|RL
user_17919,1,ALV
user_8315,1,EDMAT|PFG
user_2279,2,IPGP|SPYMA|WBAST
user_18182,1,NFLXD
user_12262,4,ATTOT|DGEO|PHARM|TNET|VTSAX
user_14391,1,GOOG|PTON
user_10229,2,MCDEU|TELL
user_22031,2,FMX|KRVER|MSFT
user_22552,1,ATY
user_3158,2,AMZNM|GOOG|SPYTE|TBPH
user_24552,6,CMCS|DGX|DORM|EE|IPGP|TGTTE|VOSO|WNW|YETI
user_5313,7,BBLN|CISO|FC|JEPI|KEYS|METAE|MSFT|MTCH|TSRI|XLF|ZSDAT
user_20675,1,FBTUE|PAHC
user_8696,1,IRM
user_15999,2,MOMO|NIO|VZDEC
user_2612,1,GBX|STM
user_10934,2,FRT|GREEN|SPYRE|XOMDI
user_21933,5,AAPLA|ABCL|BRCC|CPG|MRVLP|MSFT|UPSTC
user_16006,6,ASTS|CTT|FUL|JNJDI|MMMOW|MSFT|SCO|XOM
user_9703,1,BBWI|PENN
user_30568,20,AMZNT|APPLE|BABAW|COTYA|CSLLY|DAVE|DIAHT|DMYQ|ENPHM|FISV|FRPHC|IIVI|INTCS|MEX|NBR|NEE|NNN|OSTK|PIK|POWW|PT|QFOR|SONY|STORG|TRTN|TSLAV|UPSTE|VIXFO|VWEWA|WCLD|WGOTH|XCUR|ZSEV
user_29307,1,ABBVF|LRC
user_9028,1,BKNG|VZDEC
user_3353,1,RUSHA|SPXU
user_4028,1,SOFIN
user_33467,1,ALIF
user_21195,2,TMDX|ZS
user_7666,1,AJG|MCRT
user_26666,2,RPRXB|TU|XPEV
user_28926,1,THMO
user_31765,1,XPEVS
user_10197,1,IRBT|MRKFR
user_21905,2,AAPL|GNL|SOFIB
user_21466,21,AAPLO|AEO|AMDPO|BNDX|BOA|BROS|GALA|GMETH|HYG|ILUS|LSCC|MANU|META|MFC|MMMWH|MNGHT|NFG|OMCL|PGJ|PM|QYLD|RENT|SNAPT|SNV|SUMO|TX|UPSTO|XBI
user_26264,2,ILUS|KNEBV|TDOCI
user_26975,4,BNDX|ENPH|F|OCLG|VLO
user_10231,1,CCI
user_24889,1,RIO
user_29135,1,IEI
user_4915,1,WHEN
user_31743,1,DKNGZ|RBLXC
user_19400,2,ARKW|ENPH
user_9917,2,CRWDT|ENPH|MXL
user_18261,1,BXHTT|RDFNS
user_28471,1,SGFY
user_2500,1,SEBUY
user_31579,1,ARI
user_2049,2,FSLRA|MSFT
user_2014,1,BAS|ZMGAN
user_15717,2,GOOG|ONB
user_25895,1,LIN|SUMO
user_13160,1,YEXT
user_26989,1,POSHY|TRVN
user_23465,1,APDN|BSFC
user_255,1,FNKO|WMTSQ
user_15305,1,ABBVD
user_33775,1,FBLIK
user_1966,2,PG|PRTY|STAA
user_2479,1,ATZ|VYM
user_29076,1,AVT|ZIDAT
user_12739,1,CRWDS|SO
user_26596,16,AA|AMPH|BTI|DISCK|ES|FBFIN|FRBA|GGPI|GRAB|GRTX|IBM|INDI|KNBE|LEN|MPW|NWL|ROKUO|SCHM|SPPI|TOR|TX|XLF
user_10244,7,CCI|IIVI|KED|MTN|NIKOL|QCOMA|TSLL|ZPAY
user_32555,1,AFRM|ZIDAT
user_3127,1,BTCHT|EXPR
user_23555,1,BTUSO
user_10437,1,UTHR
user_1585,1,DISFI
user_14264,2,COO|LVMH|RGEN|SHW
user_3314,2,AAA|ACLS|GDYN|NDA
user_21680,1,COINH|TSMFI
user_11061,2,BKX|DHR|TSP|TWTRA
user_12712,19,AAPD|ADYEN|ALGO|AMD|AUST|CATSE|CMPS|COTI|CRMDE|DEMOD|DOLE|FANH|FISVB|FSTX|KBH|KMX|LESL|MBUU|MEDP|NDAQ|NEXT|OGI|POW|SFT|SGMA|SPG|U|WERN|WMTDI|ZC
user_722,4,ABMD|AWS|CLVT|LYFT|SHOLE|UMC|WMT
user_17940,1,DISHU
user_25739,2,APPS|PTONR|UFPI
user_18983,1,NADA|UAVS
user_23738,1,CLH
user_8774,16,AMEH|ATKR|BAP|CVNAF|DGEO|F|FSLRH|GSK|HAFC|HOOD|KOPN|MJ|MPC|PTLO|RENN|SFT|SGFY|SPOTE|SRTS|STRN|TCEHY|WILD|WMS|YCBD
user_4070,1,UEC
user_15880,6,BGS|CSTAR|ELON|EXP|GEVO|GRMN|JBHT|NOVN|ROKUH|VRTX
user_32933,1,IRTC
user_25014,1,HOSKY|NTNX
user_21074,1,CATFR|STNG
user_6422,1,LC
user_24450,1,AMCFU
user_21485,1,HYMC|VYNT
user_13317,11,ABCL|AFL|BEKE|BRKBP|ENPH|EVVTY|HUTME|IRBT|JPY|LIGMA|MILLI|MRVLP|QFIN|SUN|UAVS|WEBL
user_1901,4,CHKP|QQQVI|SESHO|SIWED|TIGR
user_14847,6,APPSI|AWRDI|BF|CVXI|MKC|MNDT|TGT|VIEW
user_5657,2,ADAP|CURI|EOG|PXD
user_19476,2,F|IRNT
user_20709,1,EXLS|SYF
user_13181,2,DGEO|TLA|UFING
user_7546,1,NEVAD|NFLXW
user_5346,1,GFS|GT
user_1756,7,APOG|BAENT|DTSLA|ENPHC|EPAM|FBUY|FRBK|LEN|ODFL|PYPLS|QCOMA|REV
user_7136,7,ACO|CTVA|ELS|FOUR|HX|JWM|OMI|PTE|SAFM|XLB
user_17130,1,FR|MMMAP
user_34238,1,EFX
user_30585,1,CS|WEBRW
user_4934,9,ADSKG|AR|CALM|CRWDH|ENPHG|ETD|EWZ|KSS|LOW|NEGGI|PBIO|PH|PTONP|SIOTH|THEY|UFO|WMTHO
user_5446,2,CDAY|JPMFE|MSGE
user_29416,2,DIS|NFLXC
user_18481,1,GEO
user_10442,1,NRG|REM
user_19972,1,LYFT
user_23716,3,BLI|FBGUI|HOLES|XPEV
user_19895,4,AMZA|GPN|NFLX|SOPA|TSM
user_3474,4,BBIG|CEG|CGC|MGA|MU|UPSTA
user_33309,1,SCHDT
user_10172,2,CDMO|CPG
user_3447,1,USAP
user_23830,2,BRQS|FOCS|VYM
user_25890,1,RDS
user_26834,1,DLNG|WTER
user_15780,4,AMTMA|CIFR|ETHSE|FFND|VXXJU|WMENE
user_25380,1,SOX
user_7411,1,CPRI
user_25981,1,ADM|WFCDE
user_1579,6,AWK|BITO|CHK|DRIO|FLUXI|HTZ|INTU|PYPLL|VMW
user_17373,12,AAPLH|AAPLP|AHT|AKLIH|BSC|CHPT|CL|DKNGC|ETHAB|FANTO|FBSEQ|FXYHO|HNTAM|JPM|LMNDD|OCGN|RUSHA|VZREI
user_23427,7,AMDIF|BEEB|ENTG|FRC|HFG|MNDYM|MUTOD|SNX|SSTRE|ULTA|WEAR
user_14634,14,ALBT|BEKE|BILL|COO|COUSD|CPER|DAC|DG|DIS|HNTAM|KBNT|MSTR|NASA|NFLXW|NIOCL|PAG|RCAT|STZ|WMENE
user_26662,8,ACNDA|ASANF|BKNGH|GDS|KDA|LANC|LECX|META|RNR|SPX
user_5078,7,BK|BOXD|CRM|DD|EPIK|IPGP|KHC|MRK|PDD|PLTRE
user_25505,14,AKLIH|AMCNI|APPSN|DATS|DSP|FERG|FUV|GMETH|HRZN|KOMCD|LTHMC|MOFEB|NEO|PEP|SHEL|SOLPL|SPACE|XLI
user_19844,7,CHX|CNQ|CS|RIVNA|SNOWE|SSTRE|SXTC|TSLAY|UHTTP|WHR|XPE
user_1654,11,B|CARR|CMA|CUBI|DKNGC|DRUG|EB|FBPEO|FTNT|GNTY|IS|JNJTO|MJ|NVDAE|TBK|TDOCH|XPEV|ZSHTT
user_334,3,BX|IMMX|KOOWN|RBLXW
user_26728,7,AGG|CHRW|DENN|FBTHE|FFIV|GOGO|HTZ|JPMAU|METIS|XOMHT
user_19700,7,APVO|AVT|BANA|FIVEY|GHC|NFE|PCAR|PH|SQDAT|SYA
user_5684,7,AMDSH|APRN|CARR|DGROC|HFG|IPGP|OMCL|PFF|SHELL|TXN
user_25786,7,APO|BRKNE|COINW|CPRX|CUBI|GNUS|MOMO|SBAC|SFIO
user_28936,7,HOOD|MMMWH|PER|PRE|RENN|UST|VXRT|WFG
user_22667,7,ABCL|ASSA|AVBTH|BABEA|BLCT|CRDO|CYBR|EDU|FUL|PBCT|PGNET
user_32480,8,AMZNR|DLNG|F|HON|KHC|NOCWE|SHY|SRTS|STRAV|ZRX
user_20694,7,AMGN|ARHS|BYD|CRWDE|KIBA|MSFTS|NVDAS|SAITA|TREX|XLFSP|ZSANA
user_20480,7,AAON|APLD|GDXJ|NK|PHARM|PNC|TSLA|TVISA|TYX|ZDROP
user_23196,8,ATVIB|BSX|DTSLA|ENPH|ESSC|FUTUW|HDTOP|ITCST|ONTO|TIA|TRRXF
user_5685,13,AMT|ARGO|BBIOW|BK|CECE|CHWY|CVNAT|HOMB|KRBN|LYFTC|METAH|NIOBO|NOVO|QNT|SNAPC|STX|SWBK|TXNRA|VOLT
user_3436,7,AAPL|ABBVD|AMDTH|CM|GSL|HDTOP|HRMY|MAIN|NRG|ROKUD|RYTEL
user_31454,1,CVNAF|WWE
user_27781,6,AXTA|BODY|CRO|FERG|HDC|IDEX|NOVN|UCTT|ZC
user_31429,4,AMDMY|LICY|ONON|VICI|ZME
user_17825,1,EURUS
user_3493,4,ACCO|ACNDA|BVXV|CSOUR|NBR|RDW
user_18122,1,ESTY|VYMVA
user_7228,2,IJH|NXP
user_21482,11,AMDWE|CAD|ELON|ERIC|EVONO|IYT|MPW|NFLXQ|OLPXI|PXD|QYLD|RENT|UPSTE|VRA|XMR
user_3845,1,VIXLE
user_28320,1,FMCB
user_30698,1,UNHEX
user_7938,1,WYNNG
user_17438,7,AFRMA|AMZNH|BNS|KBH|NEAR|NFLXH|NUEDG|POWR|TSLAC|WES
user_20772,1,GLW
user_12932,1,BYDDY|CELHT
user_20860,1,FXI|IBEX
user_23240,1,FTHES|PGPAS
user_20988,1,GFSCH
user_28358,1,ESTY|FBULL
user_13177,1,AUDI|SPG
user_23160,6,AAPLI|AEM|BABAU|BRKSO|IKEA|JBLUC|MELIC|MKL|SHOPH|XPO
user_5275,1,SVM
user_235,1,ONDS|PLAN
user_6450,1,SPYAL|TSLH
user_17714,1,CTRU|HGV
user_31493,1,BND
user_17538,2,AMZN|MPW|RIVIA
user_19412,1,BULL|JJC
user_3745,2,HCC|RCLWI|RDIB
user_9659,1,DMYQ
user_30689,2,BA|MUTOD
user_12784,2,EE|PYCR|UPSTM
user_15316,1,PAYC
user_30952,11,ABBVM|AD|AR|ASANF|AUB|BILI|BKU|DBX|FIS|GEWED|GMBL|GMQ|MUGRO|MVRS|NK|PETZ|QID|RNDR|SG|SSEMI|WFCDE
user_26204,2,AQN|DISRO|PHMAF
user_2874,2,SONY|UNFI|UPSVI
user_4589,2,NOC|TTCF
user_30334,5,CHRW|CM|COSTI|FBZUC|VZ|XRP
user_25542,5,ANSS|BKE|CHNG|EXPRE|NNOX|PARAH
user_29426,1,MMMMI|QQQSH
user_18628,3,NKLAQ|NVCR|PYPL|WOLF
user_23861,1,CDLR|NTNX
user_10472,2,AMD|BKSY|SPHB
user_17870,4,BACMO|CRXT|GRAV|GRBK|IONS|ZSEV
user_24883,2,FBHER|GOOG|NICE
user_2980,2,GGPI|HEC|PYPLL
user_31647,1,JBGS|XOM
user_20703,7,BTCNI|CHE|FBIN|KEY|MAS|MNDYM|PFE|POW
user_27471,1,GALA|TLO
user_21701,2,AG|GRVI|POET
user_461,1,CDLR|SBUXW
user_7192,10,AMZNG|AMZNM|DDOGA|DGWHA|DISHB|FTS|MCKBO|MDB|OGI|OSTK|PDFS|QQQVI|SPYBI|SYF
user_20608,1,IOBT
user_9634,2,AAPL|CRIS|RSSS
user_18768,1,NVDAI|XLM
user_17838,1,AXS
user_30772,1,PURR|WWE
user_13827,2,LIT|LUVFR|MODIV
user_27883,1,RMBS
user_24563,3,ABBVU|TSLA|ZS
user_26039,1,DWACW|SHWGR
user_30448,1,RDW|SPHB
user_18416,1,KIBA
user_32571,1,FMBI|GGG
user_1683,1,HNST
user_21088,1,KODI|PYPLL
user_23973,4,AAPL|FBREB|HTTZ|NNI|XOP
user_27693,1,BRO
user_3242,9,ABBV|BTCI|BZFD|CRWDH|CSX|FL|FSLR|JOBYH|LCIDS|NVIV|QQQAN|SPOTT|UPSVI|XOMBU
user_15329,12,AD|AIRS|ALLPE|AVGO|BBY|BHE|ESCA|FISVB|KLEE|NIOLE|NOCIS|NTRS|RGS|ROKUC|SEAND|SITE|SIWED|SQ|ZM
user_20863,2,NFLX|RTX|TSLAR
user_23520,1,ADAP|MXL
user_25900,3,INSG|PFF|RICK|VISL
user_2246,1,MTCH|ROPE
user_28299,1,SXTC
user_20199,2,AAPL|LIN|NCNO
user_1942,2,BNSO|SAIA|XRPHT
user_13971,1,DISDO
user_21596,2,PAHC|SNPS|TSLAW
user_30648,40,AHT|AMAT|ANVS|ASANF|AVGOR|BAWAT|BB|BMRN|BOFA|BTBT|BURL|CDTX|COUR|CREE|CRWDS|CUBE|CUBI|DGROC|DISNE|EDIT|ETHSE|EWBC|GMEGL|GVSI|IHI|INFQ|JNJPA|KRALL|LCIDT|LTCHT|META|MNG|MRNAH|NAKD|NFLXL|NIOPI|OKTA|PATHD|PCTC|PETZ|PLTRM|RAIL|RKLBS|RVNA|SAIL|SAND|SBFM|SBUXA|SCHV|SMIC|TSMAU|TWTRI|UFO|UOS|WSO|WST
user_14312,1,QSR
user_17664,1,SEBUY
user_13687,1,AKRO|NCLH
user_32464,1,SIBY
user_6034,1,PGJ|XLRE
user_25796,6,BP|BYDDY|DKNGD|HOSKY|LGF|TBT|TISI|UHTTP|ZG
user_8459,1,FBI|PRFT
user_26254,1,CRWDS|TSRI
user_33036,1,ANGH
user_21077,2,COSTC|PG|WNW
user_738,1,KOTUE|UPST
user_11641,13,ALEC|AWRDI|BCEL|BLOK|CHL|CULP|FBFIN|FHN|FL|GGG|HT|KONE|NFX|NIOHA|TSLAI|VIG|XLFSP|ZIDEF
user_21826,1,HRT
user_26478,2,AMZN|LUNAH|RBAC
user_10508,2,CLBT|ZS
user_2405,7,BX|DLRMO|EGRNF|FE|GD|IEI|PEP|RKT|VIOT|ZMGAN
user_13970,7,AUST|CLOV|FBUSE|HYLN|KO|LFG|NNN|PALL
user_2229,1,RUNSH|TPL
user_28135,1,CVXUT|TNET
user_30650,1,DDOGA|LEN
user_30862,2,BX|PDDI|PYPLT
user_12930,1,DIS
user_30007,1,IONQ
user_8842,1,ILAG
user_22241,1,CMGMC|HOLD
user_19769,4,AMCTH|MDAYT|MOGRO|ONOV|SHOO
user_23670,4,BOA|NLFX|POET|UNHDO
user_19220,2,BTBT|CMA
user_22064,2,ACNDA|LLY|SNA
user_30284,2,ASIX|GOEV|JBLUC
user_26332,4,APPSC|DENN|DKNGC|DMTK|DRUG|SNAP|XLRE
user_19151,2,MMC|SBUXI
user_13801,10,AAPLG|AXTA|BAESY|CVE|DGRO|DHI|DISTH|EVO|ILMN|MVRS|NEVAD|NOW|SESHO|SJT
user_5402,10,AAPDS|AMT|APTY|ARLP|ATHM|BMY|CRWDD|DOOG|MXL|NFLXN|RMED|ROKUE|RUNSH|SBUXT|SGML|UNA
user_5072,2,CRWDW|WMS
user_9050,7,AIR|AMZNW|HTZZ|JNJDO|MRVI|ROKUF|SUI|TYX|UMC|WSO
user_1587,3,AMZN|APRE|GT|HII
user_13064,1,MMMRE
user_9599,2,FTX|PACB|UAN
user_19193,16,ALGO|ATI|ATTOT|ATVIB|AVAX|BACBU|BEEB|CATFR|CMCS|CRMPR|HNST|HOLE|META|NVDAN|ODIVI|ORA|PIII|PYPLR|QQQSO|QYLD|RGLS|TRUP|UMANY|XBI
user_2473,2,AVGO|FSLYH|TMNA
user_10081,3,FBCOM|FOUR|MMMAP|SST|UNHDO
user_8687,1,ORLY|TLSAQ
user_20560,2,AAPL|BOO|CNK
user_33744,1,HCC
user_11671,2,AUPH|NIOGR|TSM
user_11595,1,CCATE
user_2603,2,AMD|CHPT|STAGW
user_4999,1,ABNBH|DLO
user_3540,2,AMZNL|CNI|MVRD|TSEM
user_26454,1,BACMO|KONOV
user_646,1,TSMFI
user_18661,6,AAPL|CRVS|CURI|DQ|ENPH|JNJB|PLTZ|SFOR|UVXY|XOMDI
user_17677,1,FIS|IVC
user_21246,4,BA|FSTX|POSH|RDWR|TSM
user_28539,1,FBYOU|HT
user_30805,2,DISEN|HLF|MIGI|TSLAP
user_26590,1,AMDBU
user_21268,1,MRNA|RTY
user_23558,1,ATEYY
user_30039,12,AAON|AMDI|BKKT|COSTE|DHI|FBFOC|HTZZ|HUSA|LOGI|MSI|NVDAG|RMO|SGHC|SOUL|SYN|TLA|VTWO|WERN
user_27866,1,LEA
user_24537,1,CODX
user_15767,5,APLD|CE|DIS|FSLY|FTHUR|PSA|RBAC|WTRH|XLY
user_32895,2,ESS|SLV
user_1161,2,ETWO|MOS|VZ
user_10429,3,BMBL|KINGS|XRPHT
user_19474,15,AIRS|APLD|BBIG|BCYP|BIDUE|EC|FBDAI|FBTUE|GOOGE|GWW|HIBB|LEN|LNR|LYV|MICS|MRKFR|NASA|NK|NOK|OC|ODFL|PUBM|TNXP
user_19134,6,APPSA|DY|ETHAL|IWO|MQTHI|POWW|SNE|SXTC|TSLAI|URGN
user_22146,2,NFLX|SFM
user_14256,2,MTEI|NOC|ZS
user_15785,2,BOKF|FND
user_33248,2,ENPH|EW
user_19515,1,MSI
user_30099,2,KNOP|SAMFR
user_19119,1,QSR
user_9757,34,AFRMT|ALGN|ARKW|AZERO|BLBX|BRKNE|BSFC|BVAXF|CPB|DIDI|EFX|ENBAN|FUTUE|GOVX|HMC|HYPRO|HYRE|IJH|INO|KLO|KMX|MAWAR|NEM|OPORT|OSH|PINSB|PIXY|PM|PTOND|RCAT|RSSS|RUNSH|RYF|SDS|SPX|STAGR|TBT|TSAT|TTDHO|USDP|WAFD|WEJO|WISHT|WTRH|XOP
user_26970,1,VIX|WBA
user_4210,7,AMKR|CHGGT|CTVA|CWST|LIHTT|LLYSH|PUBM|SHW|SQB|USHE|WORK
user_7607,1,SAVG
user_29054,1,SKW
user_33386,23,AERC|ARKK|ATH|AXPGO|BILLI|CHR|COTI|ENJY|EVFM|GGR|GOOGL|HBAR|HOSKY|IRNT|JNJ|JNJPA|LKE|MSIND|NDQ|NOVA|NTLA|NVEI|PANR|PDD|PHM|PPSI|PRPL|ROKUU|SCHL|STRR|TSLAL|VIR|VZHE|XDC|YETIF|ZSAN
user_20785,1,ROKUH
user_11975,6,AAVE|AMZNS|APD|GGII|KRSOL|NETL|TGTTE
user_11581,2,COSTI|CVXBA|TIA
user_32833,1,RYTM
user_18738,1,AAWW
user_5942,3,IHT|MTD|NDSN|ZM
user_31325,1,IP
user_27682,4,AEO|PBRSO|PYPLC|RIVNA|SRTS
user_26863,1,NIOHA|NXM
user_32676,1,SAVAB|VORBH
user_18814,2,KAVL|TGT|UAVS
user_11510,4,FI|IVV|LCIF|NICE|WAT|ZSSEM
user_29112,1,CSU|FMX
user_21975,1,GTLBW
